01.08.2021 1.0.05.3 Temperatur Tagesgang
01.08.2021
23:59:58

Time	Tist	Tsoll	Kuelhlluft	Kuehlwasser	Zuluft	PIDstellwert	PIDstellwert2
00:00:02	20.9823	21.0000	18.1165	10.8865	21.4979	0.0000	-8.2153
00:00:12	20.9680	21.0000	18.2429	10.8947	21.4939	-9.1989	-0.4502
00:00:22	20.9741	21.0000	18.3754	10.8926	21.4939	-10.2522	-10.1617
00:00:32	20.9721	21.0000	18.5099	10.9028	21.4898	-12.4147	-9.3159
00:00:42	20.9639	21.0000	18.6404	10.9069	21.4877	-11.2929	-9.2853
00:00:52	20.9680	21.0000	18.7749	10.9171	21.4877	-10.6962	-9.7744
00:01:02	20.9700	21.0000	18.9053	10.9273	21.4857	-11.2244	-9.8458
00:01:12	20.9680	21.0000	19.0317	10.9273	21.4796	-10.6546	-9.8559
00:01:22	20.9680	21.0000	19.1479	10.9375	21.4796	-10.6320	-9.8661
00:01:32	20.9721	21.0000	19.2702	10.9415	21.4796	-11.1565	-9.8458
00:01:42	20.9680	21.0000	19.3782	10.9497	21.4775	-12.8589	-10.6100
00:01:52	20.9762	21.0000	19.4822	10.9558	21.4775	-11.1776	-8.5821
00:02:02	20.9721	21.0000	19.5515	10.9517	21.4694	-9.5148	-9.5095
00:02:12	20.9721	21.0000	19.5556	10.9517	21.4674	-12.8079	-9.6318
00:02:22	20.9741	21.0000	19.4944	10.9579	21.4674	-11.1729	-9.7031
00:02:32	20.9721	21.0000	19.3782	10.9436	21.4653	-12.2815	-9.0815
00:02:42	20.9823	21.0000	19.2111	10.9395	21.4633	-10.6296	-9.6521
00:02:52	20.9741	21.0000	19.0766	10.9252	21.4633	-11.2142	-9.8967
00:03:02	20.9802	21.0000	18.9848	10.9212	21.4592	-11.2401	-10.8240
00:03:12	20.9904	21.0000	18.9400	10.9252	21.4572	-15.1350	-8.6433
00:03:22	20.9925	21.0000	18.9339	10.9171	21.4551	-13.5846	-12.4851
00:03:32	21.0006	21.0000	18.9115	10.9212	21.4510	-11.9941	-10.7425
00:03:42	21.0027	21.0000	18.8931	10.9130	21.4531	-12.6542	-11.5577
00:03:52	21.0006	21.0000	18.8727	10.9191	21.4490	-13.2769	-11.5475
00:04:02	21.0047	21.0000	18.8707	10.9252	21.4449	-12.7454	-9.0815
00:04:12	21.0149	21.0000	18.8870	10.9252	21.4409	-12.7930	-10.5183
00:04:22	21.0128	21.0000	18.8116	10.9150	21.4388	-11.7415	-10.6202
00:04:32	21.0108	21.0000	18.6546	10.9110	21.4449	-12.3048	-10.6712
00:04:42	21.0210	21.0000	18.4732	10.8987	21.4409	-12.3614	-11.3743
00:04:52	21.0312	21.0000	18.2307	10.8824	21.4409	-11.3008	-11.3335
00:05:02	21.0271	21.0000	17.9351	10.8661	21.4449	-13.5896	-11.7819
00:05:12	21.0332	21.0000	17.6294	10.8580	21.4347	-13.6731	-12.2813
00:05:22	21.0373	21.0000	17.3236	10.8437	21.4347	-12.6273	-11.1297
00:05:32	21.0393	21.0000	17.0525	10.8315	21.4347	-12.7026	-11.8023
00:05:42	21.0434	21.0000	16.8100	10.8192	21.4307	-12.7762	-11.8125
00:05:52	21.0373	21.0000	16.6306	10.8213	21.4327	-12.8147	-10.0597
00:06:02	21.0393	21.0000	16.5042	10.8131	21.4266	-12.2441	-8.5821
00:06:12	21.0414	21.0000	16.4431	10.8131	21.4286	-10.6000	-9.9477
00:06:22	21.0373	21.0000	16.3901	10.8131	21.4225	-12.2353	-9.8763
00:06:32	21.0332	21.0000	16.3819	10.8131	21.4307	-13.3842	-10.6814
00:06:42	21.0332	21.0000	16.3880	10.8131	21.4225	-12.2865	-10.1718
00:06:52	21.0373	21.0000	16.3738	10.8111	21.4225	-12.2826	-10.1413
00:07:02	21.0393	21.0000	16.3860	10.8111	21.4205	-11.2023	-10.1107
00:07:12	21.0414	21.0000	16.4533	10.8213	21.4184	-13.4305	-10.1515
00:07:22	21.0332	21.0000	16.5613	10.8233	21.4225	-12.3629	-10.1820
00:07:32	21.0292	21.0000	16.7142	10.8315	21.4144	-11.8274	-10.8342
00:07:42	21.0414	21.0000	16.8242	10.8315	21.4266	-14.0218	-9.9069
00:07:52	21.0373	21.0000	16.8691	10.8315	21.4205	-11.2939	-9.1834
00:08:02	21.0312	21.0000	16.8446	10.8254	21.4266	-12.4275	-11.6291
00:08:12	21.0332	21.0000	16.8038	10.8274	21.4246	-12.4453	-11.3030
00:08:22	21.0292	21.0000	16.7203	10.8213	21.4266	-11.3408	-10.0903
00:08:32	21.0332	21.0000	16.6204	10.8172	21.4205	-11.3272	-10.2534
00:08:42	21.0312	21.0000	16.5368	10.8172	21.4266	-11.3187	-10.2126
00:08:52	21.0230	21.0000	16.4308	10.8050	21.4205	-11.2501	-8.5821
00:09:02	21.0149	21.0000	16.3534	10.8070	21.4307	-12.8482	-8.6637
00:09:12	21.0210	21.0000	16.3330	10.8009	21.4286	-12.2927	-10.2126
00:09:22	21.0128	21.0000	16.3473	10.8070	21.4307	-9.5232	-10.4877
00:09:32	21.0190	21.0000	16.3656	10.8009	21.4246	-13.3444	-9.0101
00:09:42	21.0128	21.0000	16.3962	10.7989	21.4307	-11.6576	-8.8675
00:09:52	21.0128	21.0000	16.4818	10.8009	21.4327	-9.4501	-10.6100
00:10:02	21.0149	21.0000	16.5613	10.7989	21.4368	-14.4057	-10.1209
00:10:12	21.0067	21.0000	16.6326	10.7968	21.4388	-9.4248	-8.7044
00:10:22	21.0006	21.0000	16.6612	10.7948	21.4347	-14.3542	-10.0597
00:10:32	21.0006	21.0000	16.7264	10.7907	21.4429	-9.3302	-9.7133
00:10:42	20.9965	21.0000	16.8181	10.7927	21.4388	-10.9486	-9.5910
00:10:52	20.9945	21.0000	16.9486	10.7948	21.4449	-10.8804	-9.5706
00:11:02	20.9925	21.0000	17.1035	10.7989	21.4409	-12.5106	-10.1922
00:11:12	20.9904	21.0000	17.2727	10.8050	21.4531	-9.6972	-10.1209
00:11:22	20.9925	21.0000	17.4459	10.8111	21.4531	-13.5296	-8.7656
00:11:32	20.9802	21.0000	17.6212	10.8070	21.4531	-9.0599	-7.8586
00:11:42	20.9782	21.0000	17.7822	10.8091	21.4612	-11.7420	-8.4802
00:11:52	20.9741	21.0000	17.9412	10.8254	21.4612	-10.0072	-8.4599
00:12:02	20.9741	21.0000	18.1084	10.8192	21.4592	-11.0931	-10.3145
00:12:12	20.9700	21.0000	18.2633	10.8254	21.4633	-12.1384	-8.1745
00:12:22	20.9721	21.0000	18.4182	10.8315	21.4714	-9.8805	-8.5618
00:12:32	20.9680	21.0000	18.5690	10.8376	21.4755	-9.8318	-8.7452
00:12:42	20.9619	21.0000	18.6974	10.8417	21.4796	-11.9895	-8.7248
00:12:52	20.9619	21.0000	18.8238	10.8478	21.4816	-10.8286	-8.2561
00:13:02	20.9599	21.0000	18.9278	10.8539	21.4796	-11.3549	-8.9388
00:13:12	20.9619	21.0000	19.0154	10.8539	21.4857	-13.5591	-11.8227
00:13:22	20.9660	21.0000	19.0093	10.8457	21.4877	-9.6709	-7.7669
00:13:32	20.9619	21.0000	18.9237	10.8396	21.4857	-11.2758	-8.1440
00:13:42	20.9639	21.0000	18.8299	10.8335	21.4959	-10.1715	-8.8369
00:13:52	20.9639	21.0000	18.7830	10.8315	21.4918	-11.8102	-9.9069
00:14:02	20.9619	21.0000	18.7402	10.8294	21.4939	-13.4677	-9.9171
00:14:12	20.9660	21.0000	18.6811	10.8233	21.5000	-11.3109	-12.1590
00:14:22	20.9721	21.0000	18.6077	10.8213	21.4918	-11.3110	-8.8879
00:14:32	20.9762	21.0000	18.5609	10.8152	21.4939	-10.7552	-9.9069
00:14:42	20.9721	21.0000	18.5609	10.8213	21.5000	-11.8630	-10.3655
00:14:52	20.9843	21.0000	18.5731	10.8192	21.5000	-11.3267	-10.2737
00:15:02	20.9802	21.0000	18.6057	10.8152	21.4939	-12.4891	-10.7731
00:15:12	20.9843	21.0000	18.6485	10.8254	21.5020	-14.1883	-9.9680
00:15:22	20.9864	21.0000	18.6872	10.8254	21.4979	-13.1628	-12.1488
00:15:32	20.9904	21.0000	18.5894	10.8213	21.4918	-9.3203	-9.7642
00:15:42	20.9904	21.0000	18.4549	10.8111	21.4979	-13.1767	-10.2024
00:15:52	20.9884	21.0000	18.3428	10.8070	21.4877	-12.0584	-8.3376
00:16:02	20.9904	21.0000	18.2612	10.8050	21.5000	-11.4993	-10.8444
00:16:12	20.9925	21.0000	18.2327	10.8091	21.4918	-10.4212	-10.2534
00:16:22	20.9904	21.0000	18.2490	10.8111	21.4939	-12.6364	-10.2330
00:16:32	20.9945	21.0000	18.3040	10.8111	21.4918	-11.5347	-10.2432
00:16:42	20.9925	21.0000	18.3896	10.8152	21.4857	-12.6627	-10.2636
00:16:52	20.9925	21.0000	18.5058	10.8274	21.4857	-10.9992	-10.2330
00:17:02	21.0006	21.0000	18.6281	10.8356	21.4775	-13.2592	-11.2316
00:17:12	20.9986	21.0000	18.7260	10.8356	21.4735	-11.6103	-8.8777
00:17:22	20.9986	21.0000	18.7484	10.8335	21.4694	-9.9678	-10.3145
00:17:32	21.0047	21.0000	18.7402	10.8417	21.4694	-13.8345	-9.8967
00:17:42	21.0088	21.0000	18.7178	10.8376	21.4633	-11.7263	-11.6393
00:17:52	21.0067	21.0000	18.5425	10.8254	21.4633	-12.8235	-10.2839
00:18:02	21.0027	21.0000	18.3366	10.8213	21.4653	-11.1594	-8.9184
00:18:12	21.0067	21.0000	18.2042	10.8192	21.4592	-10.6298	-9.8152
00:18:22	21.0067	21.0000	18.0717	10.8131	21.4592	-12.8278	-9.2853
00:18:32	21.0067	21.0000	17.9534	10.8131	21.4531	-13.4082	-12.2099
00:18:42	21.0067	21.0000	17.8128	10.8091	21.4490	-10.1285	-9.6318
00:18:52	21.0027	21.0000	17.6538	10.8111	21.4470	-11.2456	-9.5910
00:19:02	21.0067	21.0000	17.5682	10.8111	21.4409	-12.3598	-9.7744
00:19:12	21.0108	21.0000	17.5478	10.8131	21.4409	-12.3676	-9.7642
00:19:22	21.0149	21.0000	17.5723	10.8111	21.4368	-13.5167	-11.0992
00:19:32	21.0128	21.0000	17.5417	10.8111	21.4368	-9.6178	-7.8994
00:19:42	21.0108	21.0000	17.4948	10.8131	21.4347	-12.9616	-10.2534
00:19:52	21.0067	21.0000	17.4459	10.8131	21.4286	-12.9362	-9.4993
00:20:02	21.0067	21.0000	17.3827	10.8111	21.4286	-10.1800	-9.4993
00:20:12	21.0047	21.0000	17.3644	10.8172	21.4225	-11.2754	-11.6087
00:20:22	21.0088	21.0000	17.3685	10.8091	21.4246	-12.8964	-8.1541
00:20:32	21.0108	21.0000	17.3827	10.8111	21.4144	-12.9551	-10.5081
00:20:42	21.0088	21.0000	17.3664	10.8172	21.4205	-10.1932	-8.6739
00:20:52	21.0088	21.0000	17.2992	10.8131	21.4123	-11.2670	-8.7350
00:21:02	21.0047	21.0000	17.2543	10.8111	21.4123	-12.3893	-11.0278
00:21:12	21.0108	21.0000	17.2339	10.8111	21.4184	-12.9684	-10.4368
00:21:22	21.0108	21.0000	17.1952	10.8111	21.4144	-12.4385	-8.7350
00:21:32	21.0067	21.0000	17.1830	10.8091	21.4144	-10.7986	-11.7412
00:21:42	21.0108	21.0000	17.1320	10.8131	21.4082	-12.4365	-10.1005
00:21:52	21.0149	21.0000	17.0892	10.8152	21.4144	-11.9127	-11.1297
00:22:02	21.0027	21.0000	17.0688	10.8111	21.4103	-12.4563	-9.8050
00:22:12	21.0047	21.0000	17.0158	10.8070	21.4103	-8.5684	-11.4864
00:22:22	21.0027	21.0000	16.9730	10.8091	21.4205	-12.3874	-7.8688
00:22:32	21.0006	21.0000	16.9547	10.8009	21.4184	-12.4178	-11.3845
00:22:42	21.0027	21.0000	16.9139	10.8029	21.4184	-11.8118	-7.4714
00:22:52	21.0006	21.0000	16.8833	10.8009	21.4205	-10.6848	-9.8458
